15,2015-2019,2018-19,15CSP78,4GM13CS032,26,18,17,17,9,0
15,2015-2019,2018-19,15CSP78,4GM14CS004,25,17,17,17,8,56
15,2015-2019,2018-19,15CSP78,4GM14CS034,27,18,18,18,9,67
15,2015-2019,2018-19,15CSP78,4GM14CS064,26,18,18,18,9,78
15,2015-2019,2018-19,15CSP78,4GM15CS001,26,17,17,17,9,36
15,2015-2019,2018-19,15CSP78,4GM15CS004,26,17,17,17,9,62
15,2015-2019,2018-19,15CSP78,4GM15CS007,28,18,18,18,9,51
15,2015-2019,2018-19,15CSP78,4GM15CS008,26,18,18,18,9,56
15,2015-2019,2018-19,15CSP78,4GM15CS009,26,17,17,17,9,70
15,2015-2019,2018-19,15CSP78,4GM15CS010,27,18,18,18,9,29
15,2015-2019,2018-19,15CSP78,4GM15CS011,28,18,18,18,9,37
15,2015-2019,2018-19,15CSP78,4GM15CS012,0,0,0,0,0,50
15,2015-2019,2018-19,15CSP78,4GM15CS013,28,18,18,18,9,41
15,2015-2019,2018-19,15CSP78,4GM15CS014,26,17,17,17,9,48
15,2015-2019,2018-19,15CSP78,4GM15CS015,26,18,18,18,9,55
15,2015-2019,2018-19,15CSP78,4GM15CS016,28,19,19,19,9,25
15,2015-2019,2018-19,15CSP78,4GM15CS017,28,18,18,18,9,64
15,2015-2019,2018-19,15CSP78,4GM15CS018,25,16,16,16,8,58
15,2015-2019,2018-19,15CSP78,4GM15CS020,27,18,18,18,9,43
15,2015-2019,2018-19,15CSP78,4GM15CS021,24,16,16,16,8,47
15,2015-2019,2018-19,15CSP78,4GM15CS022,26,17,17,17,9,38
15,2015-2019,2018-19,15CSP78,4GM15CS024,27,18,18,18,9,39
15,2015-2019,2018-19,15CSP78,4GM15CS025,24,16,16,16,8,71
15,2015-2019,2018-19,15CSP78,4GM15CS026,26,18,18,18,9,51
15,2015-2019,2018-19,15CSP78,4GM15CS028,0,0,0,0,0,0
15,2015-2019,2018-19,15CSP78,4GM15CS029,27,18,18,18,9,57
15,2015-2019,2018-19,15CSP78,4GM15CS030,26,18,18,18,9,60
15,2015-2019,2018-19,15CSP78,4GM15CS032,27,18,18,18,9,38
15,2015-2019,2018-19,15CSP78,4GM15CS033,26,17,17,17,9,41
15,2015-2019,2018-19,15CSP78,4GM15CS034,28,19,19,19,9,47
15,2015-2019,2018-19,15CSP78,4GM15CS035,26,17,17,17,9,53
15,2015-2019,2018-19,15CSP78,4GM15CS036,28,18,18,18,9,57
15,2015-2019,2018-19,15CSP78,4GM15CS037,27,18,18,18,9,62
15,2015-2019,2018-19,15CSP78,4GM15CS038,27,18,18,18,9,67
15,2015-2019,2018-19,15CSP78,4GM15CS039,28,18,18,18,9,70
15,2015-2019,2018-19,15CSP78,4GM15CS040,27,18,18,18,9,45
15,2015-2019,2018-19,15CSP78,4GM15CS042,26,17,17,17,9,37
15,2015-2019,2018-19,15CSP78,4GM15CS043,28,18,18,18,9,49
15,2015-2019,2018-19,15CSP78,4GM15CS044,28,18,18,18,9,65
15,2015-2019,2018-19,15CSP78,4GM15CS045,26,17,17,17,9,45
15,2015-2019,2018-19,15CSP78,4GM15CS047,26,17,17,17,9,35
15,2015-2019,2018-19,15CSP78,4GM15CS048,25,17,17,17,8,57
15,2015-2019,2018-19,15CSP78,4GM15CS049,26,18,18,18,9,45
15,2015-2019,2018-19,15CSP78,4GM15CS050,28,19,19,19,9,38
15,2015-2019,2018-19,15CSP78,4GM15CS051,26,18,18,18,9,44
15,2015-2019,2018-19,15CSP78,4GM15CS052,25,17,17,17,8,65
15,2015-2019,2018-19,15CSP78,4GM15CS053,23,16,16,16,8,56
15,2015-2019,2018-19,15CSP78,4GM15CS054,26,18,18,18,9,59
15,2015-2019,2018-19,15CSP78,4GM15CS055,24,16,16,16,8,36
15,2015-2019,2018-19,15CSP78,4GM15CS056,28,19,19,19,9,46
15,2015-2019,2018-19,15CSP78,4GM15CS057,27,18,18,18,9,53
15,2015-2019,2018-19,15CSP78,4GM15CS058,27,18,18,18,9,47
15,2015-2019,2018-19,15CSP78,4GM16CS400,27,18,18,18,9,67
15,2015-2019,2018-19,15CSP78,4GM16CS401,28,19,19,19,9,69
15,2015-2019,2018-19,15CSP78,4GM16CS402,26,18,18,18,9,35
15,2015-2019,2018-19,15CSP78,4GM16CS403,27,18,18,18,9,71
15,2015-2019,2018-19,15CSP78,4GM16CS404,25,17,17,17,8,43
15,2015-2019,2018-19,15CSP78,4GM16CS406,25,17,17,17,8,35
15,2015-2019,2018-19,15CSP78,4GM16CS407,26,17,17,17,9,41
15,2015-2019,2018-19,15CSP78,4GM16CS408,26,18,18,18,9,71
15,2015-2019,2018-19,15CSP78,4GM16CS410,26,18,18,18,9,35
15,2015-2019,2018-19,15CSP78,4GM16CS411,25,16,16,16,8,40
